rate_in_budget,area,rate_in_fatness
0.090909091,sub_counselling,0.000104366
0.106382979,sub_counselling,0.000410749
0.073076923,sub_counselling,0.000370207
0.063636364,sub_counselling,0.000219311
0.109243697,sub_counselling,0.000214088
0.086666667,sub_counselling,0.000374396
0.070615034,sub_counselling,0.000363433
0.101010101,sub_counselling,0.000237128
0.078651685,sub_counselling,0.000249772
0.089108911,sub_counselling,0.000245168
0.116666667,sub_counselling,0.000353108
0.038095238,sub_counselling,0.000157891
0.021582734,sub_counselling,0.000181612
0.037974684,sub_counselling,9.02E-05
0.155,clean_air,0.000665322
0.1103,clean_air,0.00080577
0.1714,clean_air,0.000738808
0.2538,clean_air,0.000816536
0.1598,clean_air,0.001014485
0.192,clean_air,0.000751719
0.1846,clean_air,0.000763024
0.2302,clean_air,0.000770308
0.3375,clean_air,0.000607736
0.253,clean_air,0.000670131
0.2044,clean_air,0.000659372
0.2251,clean_air,0.000734827
0.2231,clean_air,0.000763746
0.2429,clean_air,0.000707989
0.2043,clean_air,0.000688909
0.045,clean_air,0.000653412
0.08,clean_air,0.000693699
0.3618,clean_air,0.000584542
0.2682,clean_air,0.000610508
0.1086,clean_air,0.000813901
0.1444,clean_air,0.000673399
0.215,clean_air,0.000501618
0.2273,clean_air,0.000588354
0.1511,clean_air,0.000763386
0.2167,clean_air,0.000551612
0.2375,clean_air,0.000679257
0.24,clean_air,7.39798E-05
0.2392,clean_air,0.000455453
0.2133,clean_air,0.00045239
0.2314,clean_air,0.000310038
0.1757,clean_air,0.000468825
0.2778,clean_air,0.000279174
0.2526,clean_air,0.000470818
0.11,health_training,0.000665322
0.0759,health_training,0.00080577
0.1,health_training,0.000738808
0.0769,health_training,0.000816536
0.1183,health_training,0.001014485
0.096,health_training,0.000751719
0.1231,health_training,0.000763024
0.0935,health_training,0.000770308
0.1125,health_training,0.000607736
0.0683,health_training,0.000670131
0.0718,health_training,0.000659372
0.0209,health_training,0.000734827
0.1231,health_training,0.000763746
0.0929,health_training,0.000707989
0.1217,health_training,0.000688909
0.095,health_training,0.000653412
0.12,health_training,0.000693699
0.0704,health_training,0.000584542
0.0335,health_training,0.000610508
0.095,health_training,0.000813901
0.1667,health_training,0.000673399
0.085,health_training,0.000501618
0.1045,health_training,0.000588354
0.1295,health_training,0.000763386
0.0667,health_training,0.000551612
0.05,health_training,0.000679257
0.12,health_training,7.39798E-05
0.0861,health_training,0.000455453
0.1517,health_training,0.00045239
0.1074,health_training,0.000310038
0.0921,health_training,0.000468825
0.0889,health_training,0.000279174
0.0421,health_training,0.000470818
0.27,school_awearness,0.000665322
0.2172,school_awearness,0.00080577
0.2095,school_awearness,0.000738808
0.1538,school_awearness,0.000816536
0.2544,school_awearness,0.001014485
0.216,school_awearness,0.000751719
0.2231,school_awearness,0.000763024
0.1511,school_awearness,0.000770308
0.2813,school_awearness,0.000607736
0.2289,school_awearness,0.000670131
0.1934,school_awearness,0.000659372
0.3246,school_awearness,0.000734827
0.0615,school_awearness,0.000763746
0.1929,school_awearness,0.000707989
0.3391,school_awearness,0.000688909
0.33,school_awearness,0.000653412
0.18,school_awearness,0.000693699
0.3216,school_awearness,0.000584542
0.2291,school_awearness,0.000610508
0.2896,school_awearness,0.000813901
0.2444,school_awearness,0.000673399
0.295,school_awearness,0.000501618
0.3364,school_awearness,0.000588354
0.295,school_awearness,0.000763386
0.3056,school_awearness,0.000551612
0.1875,school_awearness,0.000679257
0.4,school_awearness,7.39798E-05
0.2967,school_awearness,0.000455453
0.3412,school_awearness,0.00045239
0.2975,school_awearness,0.000310038
0.2008,school_awearness,0.000468825
0.3667,school_awearness,0.000279174
0.2105,school_awearness,0.000470818
0.155,media_awearness,0.000665322
0.203448276,media_awearness,0.00080577
0.1,media_awearness,0.000738808
0.146153846,media_awearness,0.000816536
0.130177515,media_awearness,0.001014485
0.104,media_awearness,0.000751719
0.092307692,media_awearness,0.000763024
0.201438849,media_awearness,0.000770308
0.0875,media_awearness,0.000607736
0.112449799,media_awearness,0.000670131
0.287292818,media_awearness,0.000659372
0.089005236,media_awearness,0.000734827
0.057692308,media_awearness,0.000763746
0.135714286,media_awearness,0.000707989
0.091304348,media_awearness,0.000688909
0.1,media_awearness,0.000653412
0.085,media_awearness,0.000693699
0.075376884,media_awearness,0.000584542
0.055865922,media_awearness,0.000610508
0.14479638,media_awearness,0.000813901
0.033333333,media_awearness,0.000673399
0.16,media_awearness,0.000501618
0.136363636,media_awearness,0.000588354
0.129496403,media_awearness,0.000763386
0.144444444,media_awearness,0.000551612
0.14375,media_awearness,0.000679257
0.04,media_awearness,7.39798E-05
0.043062201,media_awearness,0.000455453
0.075829384,media_awearness,0.00045239
0.115702479,media_awearness,0.000310038
0.163179916,media_awearness,0.000468825
0.066666667,media_awearness,0.000279174
0.115789474,media_awearness,0.000470818
0.085,sub_counselling,0.000665322
0.117241379,sub_counselling,0.00080577
0.085714286,sub_counselling,0.000738808
0.046153846,sub_counselling,0.000816536
0.071005917,sub_counselling,0.001014485
0.08,sub_counselling,0.000751719
0.076923077,sub_counselling,0.000763024
0.043165468,sub_counselling,0.000770308
0.0875,sub_counselling,0.000607736
0.064257028,sub_counselling,0.000670131
0.082872928,sub_counselling,0.000659372
0.151832461,sub_counselling,0.000734827
0.107692308,sub_counselling,0.000763746
0.014285714,sub_counselling,0.000707989
0.126086957,sub_counselling,0.000688909
0.1,sub_counselling,0.000653412
0.105,sub_counselling,0.000693699
0.035175879,sub_counselling,0.000584542
0.061452514,sub_counselling,0.000610508
0.104072398,sub_counselling,0.000813901
0.105555556,sub_counselling,0.000673399
0.095,sub_counselling,0.000501618
0.118181818,sub_counselling,0.000588354
0.136690647,sub_counselling,0.000763386
0.088888889,sub_counselling,0.000551612
0.0375,sub_counselling,0.000679257
0.02,sub_counselling,7.39798E-05
0.043062201,sub_counselling,0.000455453
0.037914692,sub_counselling,0.00045239
0.033057851,sub_counselling,0.000310038
0.066945607,sub_counselling,0.000468825
0.083333333,sub_counselling,0.000279174
0.047368421,sub_counselling,0.000470818
0.2,clean_air,0.000545771
0.0708,clean_air,0.000427341
0.209,clean_air,0.000412649
0.0896,clean_air,0.000529788
0.077,clean_air,0.000489475
0.2707,clean_air,0.00017723
0.204,clean_air,0.000312372
0.2658,clean_air,0.00025632
0.1082,clean_air,0.000251961
0.2816,clean_air,0.000217644
0.2723,clean_air,0.000221893
0.4286,clean_air,0.000332109
0.2614,clean_air,0.000273848
0.2533,clean_air,9.71E-05
0.1932,clean_air,0.000142632
0.0333,clean_air,0.000191839
0.3966,clean_air,0.000199441
0.2383,clean_air,0.000102811
0.2349,clean_air,9.36E-05
0.1273,clean_air,0.000109395
0.19,clean_air,2.64E-05
0.3333,clean_air,-0.000291642
0.2036,clean_air,8.89E-05
0.0885,health_training,0.000545771
0.0625,health_training,0.000427341
0.0547,health_training,0.000412649
0.1144,health_training,0.000529788
0.1564,health_training,0.000489475
0.0655,health_training,0.00017723
0.14,health_training,0.000312372
0.146,health_training,0.00025632
0.1126,health_training,0.000251961
0.0624,health_training,0.000217644
0.1213,health_training,0.000221893
0.037,health_training,0.000332109
0.0581,health_training,0.000273848
0.1323,health_training,9.71E-05
0.1205,health_training,0.000142632
0.1083,health_training,0.000191839
0.1475,health_training,0.000199441
0.0916,health_training,0.000102811
0.0671,health_training,9.36E-05
0.0818,health_training,0.000109395
0.035,health_training,2.64E-05
0.1569,health_training,-0.000291642
0.1041,health_training,8.89E-05
0.2,school_awearness,0.000545771
0.2125,school_awearness,0.000427341
0.2388,school_awearness,0.000412649
0.2736,school_awearness,0.000529788
0.1516,school_awearness,0.000489475
0.231,school_awearness,0.00017723
0.168,school_awearness,0.000312372
0.3028,school_awearness,0.00025632
0.1645,school_awearness,0.000251961
0.1765,school_awearness,0.000217644
0.1617,school_awearness,0.000221893
0.127,school_awearness,0.000332109
0.1411,school_awearness,0.000273848
0.3138,school_awearness,9.71E-05
0.1455,school_awearness,0.000142632
0.35,school_awearness,0.000191839
0.0576,school_awearness,0.000199441
0.3075,school_awearness,0.000102811
0.2349,school_awearness,9.36E-05
0.4455,school_awearness,0.000109395
0.305,school_awearness,2.64E-05
0.2745,school_awearness,-0.000291642
0.371,school_awearness,8.89E-05
0.203846154,media_awearness,0.000545771
0.195833333,media_awearness,0.000427341
0.139303483,media_awearness,0.000412649
0.248756219,media_awearness,0.000529788
0.168471721,media_awearness,0.000489475
0.134482759,media_awearness,0.00017723
0.076,media_awearness,0.000312372
0.05664488,media_awearness,0.00025632
0.207792208,media_awearness,0.000251961
0.106951872,media_awearness,0.000217644
0.142553191,media_awearness,0.000221893
0.068783069,media_awearness,0.000332109
0.062240664,media_awearness,0.000273848
0.024574669,media_awearness,9.71E-05
0.109090909,media_awearness,0.000142632
0.05,media_awearness,0.000191839
0.120338983,media_awearness,0.000199441
0.156822811,media_awearness,0.000102811
0.040268456,media_awearness,9.36E-05
0.236363636,media_awearness,0.000109395
0.125,media_awearness,2.64E-05
0.098039216,media_awearness,-0.000291642
0.099547511,media_awearness,8.89E-05
0.057692308,sub_counselling,0.000545771
0.066666667,sub_counselling,0.000427341
0.119402985,sub_counselling,0.000412649
0.139303483,sub_counselling,0.000529788
0.119133574,sub_counselling,0.000489475
0.105172414,sub_counselling,0.00017723
0.068,sub_counselling,0.000312372
0.167755991,sub_counselling,0.00025632
0.047619048,sub_counselling,0.000251961
0.064171123,sub_counselling,0.000217644
0.063829787,sub_counselling,0.000221893
0.084656085,sub_counselling,0.000332109
0.082987552,sub_counselling,0.000273848
0.037807183,sub_counselling,9.71E-05
0.093181818,sub_counselling,0.000142632
0.033333333,sub_counselling,0.000191839
0.144067797,sub_counselling,0.000199441
0.081466395,sub_counselling,0.000102811
0.033557047,sub_counselling,9.36E-05
0.072727273,sub_counselling,0.000109395
0.06,sub_counselling,2.64E-05
0.039215686,sub_counselling,-0.000291642
0.031674208,sub_counselling,8.89E-05
0.3382,clean_air,0.00030908
0.3889,clean_air,0.000546202
0.3,clean_air,0.00026427
0.2258,clean_air,0.000280564
0.1364,clean_air,0.000401083
0.2984,clean_air,0.000185152
0.1476,clean_air,0.000184794
0.1347,clean_air,0.000282076
0.1789,clean_air,0.000314471
0.2094,clean_air,0.000226427
0.2,clean_air,0.0004687
0.1835,clean_air,0.00027384
0.2846,clean_air,0.000186908
0.2294,clean_air,0.000236007
0.2185,clean_air,0.000160527
0.3,clean_air,0.000103615
0.1385,clean_air,0.000151667
0.1068,clean_air,0.00025753
0.131,clean_air,0.000167298
0.1625,clean_air,0.000101498
0.16,clean_air,0.000198277
0.167,clean_air,0.000145888
0.0426,clean_air,8.27E-05
0.1944,clean_air,0.000239605
0.2579,clean_air,0.000158242
0.2376,clean_air,0.000124977
0.2685,clean_air,0.000125715
0.32,clean_air,0.000175842
0.25,clean_air,7.83E-05
0.205,clean_air,5.63E-05
0.2522,clean_air,1.36E-05
0.2776,clean_air,0.00012009
0.2385,clean_air,3.11E-05
0.3714,clean_air,0.000183452
0.2099,clean_air,0.000240217
0.2987,clean_air,6.16E-05
0.2645,clean_air,-9.64E-05
0.175,clean_air,0.000138474
0.2704,clean_air,5.71E-06
0.1414,clean_air,0.000031653
0.2168,clean_air,1.84E-05
0.1973,clean_air,0.000315375
0.1483,clean_air,0.000135356
0.0289,clean_air,-9.82E-05
0.1381,clean_air,-0.000137445
0.0243,health_training,0.00030908
0.1,health_training,0.000546202
0.1182,health_training,0.00026427
0.0581,health_training,0.000280564
0.1455,health_training,0.000401083
0.082,health_training,0.000185152
0.0857,health_training,0.000184794
0.1748,health_training,0.000282076
0.1091,health_training,0.000314471
0.1203,health_training,0.000226427
0.075,health_training,0.0004687
0.1193,health_training,0.00027384
0.1308,health_training,0.000186908
0.1583,health_training,0.000236007
0.0252,health_training,0.000160527
0.0909,health_training,0.000103615
0.0846,health_training,0.000151667
0.0436,health_training,0.00025753
0.1517,health_training,0.000167298
0.15,health_training,0.000101498
0.15,health_training,0.000198277
0.1089,health_training,0.000145888
0.1489,health_training,8.27E-05
0.1722,health_training,0.000239605
0.0526,health_training,0.000158242
0.0718,health_training,0.000124977
0.1146,health_training,0.000125715
0.1267,health_training,0.000175842
0.09,health_training,7.83E-05
0.118,health_training,5.63E-05
0.0652,health_training,1.36E-05
0.0439,health_training,0.00012009
0.1308,health_training,3.11E-05
0.1071,health_training,0.000183452
0.1481,health_training,0.000240217
0.0733,health_training,6.16E-05
0.124,health_training,-9.64E-05
0.2583,health_training,0.000138474
0.1525,health_training,5.71E-06
0.1309,health_training,0.000031653
0.0485,health_training,1.84E-05
0.1,health_training,0.000315375
0.0335,health_training,0.000135356
0.0289,health_training,-9.82E-05
0.1095,health_training,-0.000137445
0.0487,school_awearness,0.00030908
0.0444,school_awearness,0.000546202
0.1,school_awearness,0.00026427
0.2484,school_awearness,0.000280564
0.2455,school_awearness,0.000401083
0.1367,school_awearness,0.000185152
0.2,school_awearness,0.000184794
0.0888,school_awearness,0.000282076
0.0054,school_awearness,0.000314471
0.245,school_awearness,0.000226427
0.2,school_awearness,0.0004687
0.1743,school_awearness,0.00027384
0.0615,school_awearness,0.000186908
0.1809,school_awearness,0.000236007
0.2521,school_awearness,0.000160527
0.2,school_awearness,0.000103615
0.1692,school_awearness,0.000151667
0.3028,school_awearness,0.00025753
0.3069,school_awearness,0.000167298
0.3125,school_awearness,0.000101498
0.38,school_awearness,0.000198277
0.2375,school_awearness,0.000145888
0.3191,school_awearness,8.27E-05
0.15,school_awearness,0.000239605
0.2684,school_awearness,0.000158242
0.2487,school_awearness,0.000124977
0.2022,school_awearness,0.000125715
0.1867,school_awearness,0.000175842
0.0986,school_awearness,7.83E-05
0.3106,school_awearness,5.63E-05
0.1652,school_awearness,1.36E-05
0.2654,school_awearness,0.00012009
0.3,school_awearness,3.11E-05
0.2286,school_awearness,0.000183452
0.2531,school_awearness,0.000240217
0.254,school_awearness,6.16E-05
0.1322,school_awearness,-9.64E-05
0.15,school_awearness,0.000138474
0.3884,school_awearness,5.71E-06
0.3455,school_awearness,0.000031653
0.3366,school_awearness,1.84E-05
0.2108,school_awearness,0.000315375
0.2727,school_awearness,0.000135356
0.3289,school_awearness,-9.82E-05
0.3667,school_awearness,-0.000137445
0.153284672,media_awearness,0.00030908
0.144444444,media_awearness,0.000546202
0.109090909,media_awearness,0.00026427
0.161290323,media_awearness,0.000280564
0.136363636,media_awearness,0.000401083
0.138952164,media_awearness,0.000185152
0.128571429,media_awearness,0.000184794
0.12034384,media_awearness,0.000282076
0.191413238,media_awearness,0.000314471
0.187082405,media_awearness,0.000226427
0.183333333,media_awearness,0.0004687
0.091743119,media_awearness,0.00027384
0.023076923,media_awearness,0.000186908
0.140549273,media_awearness,0.000236007
0.075630252,media_awearness,0.000160527
0.054545455,media_awearness,0.000103615
0.146153846,media_awearness,0.000151667
0.250544662,media_awearness,0.00025753
0.175862069,media_awearness,0.000167298
0.05625,media_awearness,0.000101498
0.06,media_awearness,0.000198277
0.18125,media_awearness,0.000145888
0.113475177,media_awearness,8.27E-05
0.133333333,media_awearness,0.000239605
0.173684211,media_awearness,0.000158242
0.103418803,media_awearness,0.000124977
0.048314607,media_awearness,0.000125715
0.12,media_awearness,0.000175842
0.135714286,media_awearness,7.83E-05
0.062111801,media_awearness,5.63E-05
0.134782609,media_awearness,1.36E-05
0.070093458,media_awearness,0.00012009
0.053846154,media_awearness,3.11E-05
0.1,media_awearness,0.000183452
0.166666667,media_awearness,0.000240217
0.076923077,media_awearness,6.16E-05
0.132231405,media_awearness,-9.64E-05
0.091666667,media_awearness,0.000138474
0.114337568,media_awearness,5.71E-06
0.130890052,media_awearness,0.000031653
0.101980198,media_awearness,1.84E-05
0.17027027,media_awearness,0.000315375
0.186602871,media_awearness,0.000135356
0.076315789,media_awearness,-9.82E-05
0.042857143,media_awearness,-0.000137445
0.082725061,sub_counselling,0.00030908
0.044444444,sub_counselling,0.000546202
0.036363636,sub_counselling,0.00026427
0.119354839,sub_counselling,0.000280564
0.2,sub_counselling,0.000401083
0.107061503,sub_counselling,0.000185152
0.052380952,sub_counselling,0.000184794
0.040114613,sub_counselling,0.000282076
0.060822898,sub_counselling,0.000314471
0.062360802,sub_counselling,0.000226427
0.066666667,sub_counselling,0.0004687
0.055045872,sub_counselling,0.00027384
0.1,sub_counselling,0.000186908
0.066235864,sub_counselling,0.000236007
0.084033613,sub_counselling,0.000160527
0.081818182,sub_counselling,0.000103615
0.053846154,sub_counselling,0.000151667
0.093681917,sub_counselling,0.00025753
0.086206897,sub_counselling,0.000167298
0.11875,sub_counselling,0.000101498
0.05,sub_counselling,0.000198277
0.079464286,sub_counselling,0.000145888
0.113475177,sub_counselling,8.27E-05
0.15,sub_counselling,0.000239605
0.073684211,sub_counselling,0.000158242
0.053846154,sub_counselling,0.000124977
0.08988764,sub_counselling,0.000125715
0.073333333,sub_counselling,0.000175842
0.101428571,sub_counselling,7.83E-05
0.043478261,sub_counselling,5.63E-05
0.091304348,sub_counselling,1.36E-05
0.090654206,sub_counselling,0.00012009
0.046153846,sub_counselling,3.11E-05
0.128571429,sub_counselling,0.000183452
0.086419753,sub_counselling,0.000240217
0.094812165,sub_counselling,6.16E-05
0.082644628,sub_counselling,-9.64E-05
0.025,sub_counselling,0.000138474
0.056261343,sub_counselling,5.71E-06
0.068062827,sub_counselling,0.000031653
0.044554455,sub_counselling,1.84E-05
0.045945946,sub_counselling,0.000315375
0.090909091,sub_counselling,0.000135356
0.121052632,sub_counselling,-9.82E-05
0.09047619,sub_counselling,-0.000137445
