rate_in_budget,area,rate_in_fatness
0.090909091,sub_counselling,0.000104366
0.106382979,sub_counselling,0.000410749
0.073076923,sub_counselling,0.000370207
0.063636364,sub_counselling,0.000219311
0.109243697,sub_counselling,0.000214088
0.086666667,sub_counselling,0.000374396
0.070615034,sub_counselling,0.000363433
0.101010101,sub_counselling,0.000237128
0.078651685,sub_counselling,0.000249772
0.089108911,sub_counselling,0.000245168
0.116666667,sub_counselling,0.000353108
0.038095238,sub_counselling,0.000157891
0.021582734,sub_counselling,0.000181612
0.037974684,sub_counselling,9.02E-05
